0	0.006	0.003	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.007	0.008 	0.01	0.01	0.00
0.01	0.013	0.016	0.02	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.011	0.015 	0.02	0.02	0.02
0.02	0.017	0.020	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.016	0.018 	0.02	0.02	0.02
0.03	0.019	0.023	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.018	0.021 	0.03	0.03	0.03
0.04	0.022	0.025	0.03	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.021	0.023 	0.03	0.03	0.03
0.05	0.024	0.027	0.03	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.023	0.025 	0.03	0.03	0.03
0.06	0.026	0.029	0.03	0.03	0.02	0.03	0.03	0.02	0.02	0.03	0.026	0.027 	0.03	0.03	0.03
0.07	0.027	0.031	0.03	0.03	0.02	0.03	0.04	0.03	0.02	0.03	0.028	0.028 	0.03	0.03	0.03
0.08	0.029	0.032	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.030	0.029 	0.04	0.03	0.03
0.09	0.030	0.034	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.031	0.031 	0.04	0.04	0.04
0.1	0.032	0.035	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.032	0.032 	0.04	0.04	0.04
0.11	0.033	0.036	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.033	0.033 	0.04	0.04	0.04
0.12	0.034	0.037	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.035	0.035 	0.04	0.04	0.04
0.13	0.036	0.038	0.04	0.04	0.03	0.03	0.05	0.03	0.03	0.04	0.037	0.036 	0.04	0.04	0.04
0.14	0.037	0.040	0.04	0.04	0.03	0.03	0.05	0.03	0.03	0.04	0.039	0.037 	0.04	0.04	0.04
0.15	0.039	0.041	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.040	0.038 	0.04	0.04	0.04
0.16	0.040	0.042	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.042	0.039 	0.05	0.04	0.04
0.17	0.042	0.043	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.043	0.040 	0.05	0.05	0.05
0.18	0.043	0.045	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.044	0.041 	0.05	0.05	0.05
0.19	0.044	0.046	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.046	0.042 	0.05	0.05	0.05
0.2	0.045	0.047	0.05	0.05	0.04	0.04	0.05	0.04	0.04	0.05	0.047	0.042 	0.05	0.05	0.05
0.21	0.046	0.048	0.05	0.05	0.04	0.04	0.05	0.04	0.04	0.05	0.049	0.043 	0.05	0.05	0.05
0.22	0.048	0.049	0.05	0.05	0.04	0.04	0.06	0.04	0.05	0.05	0.050	0.045 	0.05	0.05	0.05
0.23	0.049	0.050	0.05	0.05	0.04	0.04	0.06	0.04	0.05	0.05	0.051	0.046 	0.05	0.05	0.05
0.24	0.050	0.052	0.05	0.05	0.05	0.04	0.06	0.04	0.05	0.05	0.052	0.047 	0.06	0.05	0.05
0.25	0.052	0.053	0.05	0.05	0.05	0.05	0.06	0.05	0.05	0.05	0.052	0.048 	0.06	0.06	0.06
0.26	0.053	0.054	0.05	0.05	0.05	0.05	0.06	0.05	0.05	0.05	0.053	0.050 	0.06	0.06	0.06
0.27	0.054	0.056	0.05	0.05	0.05	0.05	0.06	0.05	0.05	0.05	0.054	0.051 	0.06	0.06	0.06
0.28	0.055	0.057	0.06	0.05	0.05	0.05	0.06	0.05	0.05	0.06	0.055	0.052 	0.06	0.06	0.06
0.29	0.056	0.059	0.06	0.06	0.05	0.05	0.07	0.05	0.05	0.06	0.056	0.052 	0.06	0.06	0.06
0.3	0.058	0.060	0.06	0.06	0.05	0.05	0.07	0.05	0.06	0.06	0.057	0.053 	0.06	0.06	0.06
0.31	0.059	0.061	0.06	0.06	0.05	0.05	0.07	0.05	0.06	0.06	0.057	0.055 	0.06	0.06	0.06
0.32	0.060	0.063	0.06	0.06	0.06	0.05	0.07	0.05	0.06	0.06	0.059	0.056 	0.06	0.06	0.06
0.33	0.061	0.064	0.06	0.06	0.06	0.05	0.07	0.05	0.06	0.06	0.060	0.056 	0.06	0.06	0.06
0.34	0.063	0.066	0.06	0.06	0.06	0.06	0.07	0.06	0.06	0.06	0.061	0.058 	0.07	0.07	0.07
0.35	0.064	0.067	0.06	0.06	0.06	0.06	0.08	0.06	0.06	0.06	0.063	0.059 	0.07	0.07	0.07
0.36	0.065	0.068	0.06	0.06	0.06	0.06	0.08	0.06	0.06	0.06	0.064	0.061 	0.07	0.07	0.07
0.37	0.066	0.070	0.07	0.07	0.06	0.06	0.08	0.06	0.06	0.07	0.065	0.062 	0.07	0.07	0.07
0.38	0.068	0.071	0.07	0.07	0.06	0.06	0.08	0.06	0.07	0.07	0.067	0.063 	0.07	0.07	0.07
0.39	0.069	0.073	0.07	0.07	0.07	0.06	0.08	0.06	0.07	0.07	0.068	0.064 	0.07	0.07	0.07
0.4	0.070	0.074	0.07	0.07	0.07	0.06	0.08	0.06	0.07	0.07	0.069	0.066 	0.07	0.07	0.07
0.41	0.072	0.076	0.07	0.07	0.07	0.06	0.08	0.07	0.07	0.07	0.071	0.067 	0.07	0.08	0.08
0.42	0.073	0.077	0.07	0.07	0.07	0.07	0.09	0.07	0.07	0.07	0.072	0.068 	0.08	0.08	0.08
0.43	0.074	0.078	0.07	0.07	0.07	0.07	0.09	0.07	0.07	0.07	0.074	0.070 	0.08	0.08	0.08
